catalog_id,main_id,ra,dec,pmra,pmdec,plx_value,plx_err,otype,sp_type,rvz_radvel,rvz_err,v_mag,common_name
HD 136298,* del Lup,230.34297427253,-40.64753036915,-9.163,-17.377,6.7296,0.4819,bC*,B1.5IV,-2.4,2.8,3.19,
HD 129116,* b Cen,220.48996060458245,-37.79349450012777,-29.828,-31.914,10.0339,0.3143,**,B2.5V,2.6,1.5,4.0,
HD 146686,* gam02 Nor,244.9600929499804,-50.15550599744805,-159.666,-51.94,23.5698,0.1272,PM*,K0III,-29.15,0.42,4.02,
HD 134687,* e Lup,228.2066146639312,-44.50041400716694,-21.669,-21.895,7.2373,0.2045,SB*,B3IV/V,13.5,2.0,4.806,
HD 190421,* ksi Tel,301.84648944839,-52.88079278415,-15.034,11.334,4.3579,0.2786,*,K5III,36.0,2.0,4.94,
HD 157246,* gam Ara,261.3485804629167,-56.37772632638889,-0.44,-15.77,2.93,0.16,Be*,B1Ib,-3.0,2.9,3.34,
HD 152786,* zet Ara,254.65505223357655,-55.9901388628425,-17.518,-36.12,5.7725,0.1727,*,K3III,-6.0,0.6,3.076,
HD 197157,* eta Ind,311.00972491813707,-51.92097035308806,156.663,-54.644,41.3357,0.1157,dS*,A9IV,-3.93,0.34,4.495,
HD 168339,* ksi Pav,275.80682218129,-61.49391192172,-1.775,8.96,4.4041,0.8898,SB*,K4III,12.2,0.9,4.367,
HD 125442,HD 125442,215.17742367133,-45.18705767494,37.502,-73.806,21.4601,0.2277,PM*,F0IV,0.0,3.7,4.77,
HD 125238,* iot Lup,214.85092150390665,-46.05809425901695,-12.52,-5.148,9.3286,0.532,*,B2.5IV,21.6,4.1,3.529,
HD 128345,* rho Lup,219.471775669755,-49.4258282866625,-28.921,-29.213,9.3484,0.2016,*,B3/4V,8.0,7.4,4.05,
HD 134505,* zet Lup,228.07123134275705,-52.099248703500834,-112.9,-72.278,28.7616,0.1881,PM*,G8III,-10.0,0.6,3.41,
HD 129056,* alf Lup,220.4823157775,-47.38819874611111,-20.94,-23.67,7.02,0.17,bC*,B1.5III,5.4,0.7,2.286,
HD 173948,* lam Pav,283.0543076300271,-62.18759092175556,-1.8,-13.359,2.9726,0.1811,Be*,B2Ve,9.0,4.1,4.207,
HD 195627,* phi01 Pav,308.89520861537994,-60.58174912319,69.912,-185.861,35.6214,0.0983,PM*,F0V,-17.59,0.21,4.745,
HD 172555,HD 172555,281.3620874193479,-64.87125966888472,31.952,-149.73,34.7355,0.1575,PM*,A7V,2.8,0.24,4.767,
HD 120307,* nu. Cen,207.37615211559708,-41.68770852979139,-26.137,-21.226,8.0476,0.347,bC*,B2V,9.0,0.9,3.386,
HD 145544,* del TrA,243.85946160941205,-63.68568150484638,3.261,-13.715,4.5766,0.1313,*,G2Ib-IIa,-4.9,0.7,3.839,
HD 135291,* eps Cir,229.41205445474,-63.61046753678,3.209,9.344,7.5809,0.1085,*,K2III,-4.22,0.42,4.849,
HD 119834,* M Cen,206.6640796658037,-51.43275733387334,9.258,-29.111,12.1389,0.4329,SB*,G8/K0III,-15.97,2.25,4.632,
HD 123569,HD 123569,212.47839265528,-53.43894579245,-145.136,-91.064,18.2253,0.1091,PM*,G9-III,-17.09,0.15,4.736,
HD 171759,* zet Pav,280.75890139645867,-71.42811561050279,1.186,-158.496,15.1495,0.1135,PM*,K0III,-16.3,0.7,4.003,
HD 188228,* eps Pav,300.14813137628624,-72.9105035987675,81.002,-131.99,31.2593,0.1916,PM*,A0Va,-8.13,0.52,3.94,
HD 113703,* f Cen,196.5695986005133,-48.46329070242833,-29.558,-15.692,8.1592,0.1559,Pu*,B4V,6.0,4.2,4.691,
HD 218670,* iot Gru,347.5897011042054,-45.24670946895333,138.597,-28.14,15.8566,0.5265,SB*,K1III,-4.4,0.9,3.877,
HD 121474,HD 121474,209.41201490413,-63.68669831684,-40.64,-33.433,15.2855,0.0804,PM*,K1.5IIIb:,21.9,0.17,4.701,
HD 217364,* zet Gru,345.22003148243,-52.75411085788,-64.223,-17.832,19.9108,0.6058,PM*,K1IIIFe-1.2CN-0.5,-1.1,2.0,4.115,
HD 113314,* ksi01 Cen,195.88877129562,-49.52726358175,-47.858,-11.496,14.8276,0.1073,*,A0V,0.0,3.7,4.826,
HD 147675,* gam Aps,248.3628438138967,-78.89714816863112,-125.575,-78.212,21.3033,0.1523,PM*,G8III,5.4,0.7,3.854,
HD 114837,HD 114837,198.56310307496,-59.10323722999001,-248.678,-153.176,54.8247,0.0809,PM*,F6VFe-0.4,-63.62,0.2,4.93,
HD 116087,* J Cen,200.65805458993412,-60.98838060058584,-29.518,-21.698,8.8824,0.1293,**,B3V,6.0,3.7,4.509,
HD 112092,* mu.01 Cru,193.6484344215275,-57.17792469914083,-31.631,-13.353,8.0152,0.2136,Pu*,B2IV-V,13.9,0.7,4.04,
HD 219571,* gam Tuc,349.35731852264,-58.23570137616001,-10.769,74.585,44.0808,0.5332,PM*,F4V,4.68,0.9,3.98,
HD 110829,* iot Cru,191.40854861858,-60.98132118807,112.266,-65.641,26.1753,0.0952,PM*,K0III,7.45,0.12,4.686,
HD 108483,* sig Cen,187.00992548273496,-50.23063797449278,-32.173,-13.171,7.9249,0.2345,**,B2V,8.0,4.1,3.91,
HD 109787,* tau Cen,189.4256837492,-48.54130535928,-186.081,-6.757,24.2953,0.2269,PM*,A1IVnn,5.5,2.3,3.86,
HD 110956,HD 110956,191.59464352716373,-56.488815491873886,-33.627,-15.105,9.7326,0.1682,Pu*,B2/3V,16.6,2.0,4.62,
HD 111123,* bet Cru,191.9302865619529,-59.68877199622606,-42.97,-16.18,11.71,0.98,bC*,B1IV,10.3,0.2,1.25,NAME Mimosa
HD 222095,HD 222095,354.4624767675046,-45.49235208473639,71.117,-12.415,15.3569,0.1589,PM*,A1/2V,3.4,2.5,4.74,
HD 123998,* eta Aps,214.55789958256,-81.00775849839,-19.981,-65.222,22.9229,0.118,PM*,A2mA7-F2,-9.4,2.0,4.889,
HD 109668,* alf Mus,189.29590786916668,-69.1355647886111,-40.2,-12.8,10.34,0.11,**,B2IV,13.0,4.0,2.649,
HD 108903,* gam Cru,187.79149837560797,-57.11321345705891,28.23,-265.08,36.83,0.18,PM*,M3.5III,21.0,0.1,1.64,NAME Gacrux
HD 108257,* G Cen,186.63233351866413,-51.45063581013528,-30.801,-9.969,7.3452,0.183,Pu*,B3V(n),5.0,4.2,4.808,
HD 224392,* eta Tuc,359.39616103627,-64.29822981874,78.849,-61.755,20.4208,0.3183,**,A1V,32.5,1.78,4.989,
HD 106911,* bet Cha,184.58676960730585,-79.31223407416667,-40.511,11.413,10.7116,0.2042,Pu*,B4V,23.0,4.1,4.229,
HD 105211,* eta Cru,181.72040893237084,-64.61373070048556,34.27,-36.902,50.7919,0.1049,SB*,F2V,13.13,0.26,4.136,
HD 105211A,* eta Cru,181.72040893237084,-64.61373070048556,34.27,-36.902,50.7919,0.1049,SB*,F2V,13.13,0.26,4.136,
HD 105211B,* eta Cru,181.72040893237084,-64.61373070048556,34.27,-36.902,50.7919,0.1049,SB*,F2V,13.13,0.26,4.136,
HD 104841,* tet02 Cru,181.08008365343,-63.16569907365,-18.467,0.467,4.7314,0.1276,SB*,B3V,16.3,0.5,4.716,
HD 106490,* del Cru,183.78632699611495,-58.748924076838335,-36.951,-11.296,7.1681,0.7145,Pu*,B2IV,22.2,2.0,2.752,NAME Imai
HD    496,* eps Phe,2.35266705582,-45.74742390816,120.393,-179.597,22.6081,0.1481,PM*,K0III,-9.2,0.7,3.87,
HD 224889,* tet Oct,0.3987477119845833,-77.06572535204721,-56.841,-176.791,15.4549,0.0916,PM*,K3III,22.48,0.17,4.783,
HD 102584,* mu. Mus,177.06056292066,-66.81490961192,30.34,-15.71,6.8524,0.0948,LP*,K4III,37.4,2.0,4.728,
HD 102839,HD 102839,177.48589755951,-70.2257891191,-8.113,-0.834,2.1101,0.1063,*,G6Ib,13.54,0.2,4.964,
HD 101570,HD 101570,175.22347411844,-62.09010152169,-15.493,0.981,3.0181,0.0777,*,G3Ib,18.32,0.39,4.92,
HD 102776,* j Cen,177.42111389338,-63.7884724075,-22.022,2.755,4.5957,0.329,Be*,B3V,29.0,4.1,4.308,
HD   2884,* bet01 Tuc,7.886116900947914,-62.95821745653945,84.011,-54.85,22.8384,0.0861,**,B9.5Va,14.0,5.0,4.289,
HD 102964,* B Cen,177.78621333642,-45.17346991659001,-72.928,-7.964,7.9199,0.1045,PM*,K3III,2.2,2.0,4.46,
HD  93845,* del02 Cha,161.44585968076748,-80.54018818094444,-36.917,6.327,8.7273,0.1058,Pu*,B3V,22.6,2.0,4.433,
HD 100841,* lam Cen,173.94532537821,-63.01983499360999,-33.863,-7.236,8.277,0.2537,*,B9III,-3.107,0.225,3.14,
HD   4150,* eta Phe,10.838375515474167,-57.46306349829973,6.136,11.628,12.4614,0.1232,dS*,A0IV,16.18,1.8,4.361,
HD  90589,* I Car,156.0987730314175,-74.0316110835011,-15.399,-28.433,61.4342,0.1214,*,F3V,-4.7,0.6,4.01,
HD  96566,* z Car,166.63511032196,-62.42411405976001,-37.621,9.269,8.5066,0.0862,*,G7.5III,-1.07,0.17,4.606,
HD  96918,* x Car,167.147453191,-58.97503863349223,-5.863,1.57,0.2228,0.1004,cC*,G5_0-Ia,6.0,0.5,3.83,
HD  97534,* y Car,168.15005513891,-60.31762630127,-6.302,2.021,0.3932,0.0883,sg*,A5Iae:,-6.32,1.16,4.62,
HD   3919,* mu. Phe,10.331547459460834,-46.08498136327806,-23.053,-2.487,14.2847,0.4008,*,G8III,17.28,0.17,4.59,
HD  11977,* eta02 Hyi,28.73388101983,-67.64730317084,75.927,73.401,14.7444,0.0878,PM*,G8IIIb,-17.928,0.0002,4.685,
HD  89080,* ome Car,153.43425247860876,-70.0379064474,-36.548,7.125,8.2978,0.2439,Be*,B7III,10.4,2.5,3.33,
HD  90264,* L Car,155.74227742060336,-66.90149599916556,-22.271,11.581,7.7553,0.0988,*,B8V,12.0,4.2,4.99,
HD  71701,* tet Cha,125.16057952578583,-77.48447920000307,-129.048,40.598,21.3462,0.101,PM*,K2IIIbCN0.5,21.48,0.13,4.337,
HD  93070,* w Car,160.88453953976,-60.566620770969166,-15.425,2.872,2.2008,0.1027,LP?,K4III,9.1,0.3,4.545,
HD  15008,* del Hyi,35.43725985508,-68.65941858958,-50.395,3.214,23.2796,0.12,PM*,A2V,6.0,7.4,4.09,
HD  78764,* E Car,136.4098972987,-70.53849835625,-3.87,9.088,2.4706,0.0929,Be*,B3III,19.0,7.4,4.652,
HD  78791,* G Car,136.286721332445,-72.60270255847888,-9.049,-5.932,8.4039,0.1757,SB*,F8II+DA,22.5,0.7,4.467,
HD  89388,* q Car,154.27073140194167,-61.33230464139612,-25.587,5.812,4.3046,0.1345,LP*,K2.5II,8.2,0.6,3.35,
HD  91942,* r Car,158.89707441662253,-57.55763360136445,-16.253,0.325,2.2159,0.1015,*,K3II-IIb,9.9,0.7,4.43,
HD  90853,* s Car,156.96970738780956,-58.73940617500779,-14.023,2.314,2.1111,0.1516,*,F2II,9.4,0.7,3.81,
HD   6595,* bet Phe,16.520997989851963,-46.71841069311463,-80.81,34.97,0.12,14.62,**,G8III,-1.1,0.74,3.3,
HD  92449,* x Vel,159.82663558023043,-55.60326797841584,-19.032,5.032,4.1595,0.094,*,G5IIa,21.0,0.35,4.267,
HD  63295,* zet Vol,115.45524596810628,-72.60609911449887,33.006,14.816,22.4377,0.0947,*,G9IIIb,48.5,0.14,3.944,
HD  16978,* eps Hyi,39.89734019763959,-68.26694668466418,87.285,-0.013,21.3234,0.2017,PM*,B9Va,17.25,2.3,4.096,
HD  89682,V* GZ Vel,154.90313630390168,-55.02930532998111,-13.652,2.168,1.8988,0.1122,LP*,K2.5II,12.9,0.8,4.543,
HD  93497A,* mu. Vel,161.69239624144333,-49.420259938983605,68.537,-48.819,29.0506,0.2991,PM*,G6III,6.2,0.2,2.69,
HD  93497,* mu. Vel,161.69239624144333,-49.420259938983605,68.537,-48.819,29.0506,0.2991,PM*,G6III,6.2,0.2,2.69,
HD  18866,* bet Hor,44.69915159969,-64.07128716789,23.142,4.943,10.1567,0.0935,*,A3/5III(m),23.6,2.0,4.969,
HD   9362,* del Phe,22.81293372607833,-49.07270281348056,138.339,154.031,22.7935,0.106,PM*,G8.5IIIb,-7.3,0.7,3.935,
HD  78045,* alf Vol,135.61165018301915,-66.39607456495057,-1.925,-95.455,25.9718,0.1978,**,kA3hA5mA5V,7.66,0.38,3.99,
HD  79447,* i Car,137.81967506322877,-62.31697773412389,-37.915,14.941,6.5438,0.1925,*,B3V,17.5,2.0,3.943,
HD  81101,* k Car,140.23672112808,-62.40463362653,-13.78,-0.181,14.5169,0.0715,*,G6III,51.12,0.15,4.8,
HD  83944,* m Car,144.8375470052871,-61.32804977268306,-42.412,20.414,14.4791,0.0779,*,B9IV/V,23.45,0.78,4.498,
HD  83183,* h Car,143.61104506125,-59.22975195305556,-10.74,6.6,2.46,0.1,*,B5II,18.2,0.6,4.09,
HD  92139,* p Vel,159.32562683256418,-48.225666185895,-164.161,-0.183,37.4339,0.7217,SB*,kA5hF0VpSr,21.2,0.7,3.84,
HD  92140,* p Vel,159.32562683256418,-48.225666185895,-164.161,-0.183,37.4339,0.7217,SB*,kA5hF0VpSr,21.2,0.7,3.84,
HD  23817,* bet Ret,56.04992267531208,-64.80691413207694,311.534,83.557,30.4404,0.3204,SB*,K2-IIIb,47.38,0.59,3.833,
HD  34649,* tet Dor,78.43939878111,-67.185258274,18.485,38.123,6.0186,0.1209,Er*,K2+III,9.61,0.33,4.801,
HD  57623,* del Vol,109.20759145422502,-67.95715267864945,-4.288,8.491,4.7522,0.2083,*,F8Ib/II,24.62,0.2,3.99,
HD  25422,* del Ret,59.68645392653709,-61.40018563363832,9.318,-14.13,6.0382,0.1309,*,M1.5III,-1.4,2.0,4.57,
HD  88206,* Q Vel,152.23433169975752,-51.81126175603361,-15.556,0.667,2.0767,0.1021,Pu*,B3III/IV,14.0,4.2,4.845,
HD  11695,* psi Phe,28.411413800361665,-46.3026692717061,-91.676,-86.746,9.7499,0.171,LP*,M4III,4.8,0.1,4.41,
HD  14228,* phi Eri,34.12744204857083,-51.51216516300028,91.975,-22.503,21.6862,0.1983,PM*,B8IV,10.4,1.4,3.57,
HD  12055,HD  12055,29.29199839228,-47.38527975927,105.735,10.665,15.0311,0.3256,**,G6III-IIIb,13.36,0.22,4.834,
HD  27256,* alf Ret,63.60612501835416,-62.47380348899389,45.069,42.948,20.3431,0.1859,PM*,G8IIIa:,35.5,0.06,3.36,
HD  66591,* D01 Car,120.08319077859416,-63.56745483287556,-1.762,19.905,6.9936,0.0826,Pu*,B4V,22.1,2.0,4.806,
HD  39014,* del Dor,86.19320831979958,-65.73549809975806,-29.111,4.966,21.872,0.1017,*,A7V,-8.3,0.8,4.36,
HD  80230,* g Car,139.05030238076836,-57.54147113833555,-28.127,-13.878,6.2501,0.121,*,M0.5IIIa,-5.2,0.7,4.318,
HD  25728,* iot Ret,60.32562919782082,-61.07882292380612,66.672,94.675,9.9842,0.0844,PM*,K4III,60.98,0.17,4.956,
HD  73389,* e02 Car,128.83210465488,-58.00923685542,54.775,27.012,14.9091,0.2003,**,K0III,25.62,0.13,4.847,
HD  15371,* kap Eri,36.74634213164126,-47.70384065879168,19.23,-5.724,6.2052,0.1383,*,B7IV,25.5,0.5,4.25,
HD  85622,* m Vel,147.91945129249,-46.54762225029,-25.119,10.305,3.6857,0.1289,SB*,G6IIa,10.8,0.9,4.58,
HD  88955,* q Vel,153.68398203349875,-42.12194134188417,-149.929,49.548,31.6369,0.1684,PM*,A2Va,7.4,2.0,3.85,
HD  76805,* H Vel,134.08026256965,-52.72347411847999,-16.284,14.567,8.2981,0.1059,SB*,B5/6IV,22.2,0.9,4.723,
HD  39523,* gam Pic,87.45691693656126,-56.16666602259251,82.364,-72.852,17.5764,0.1536,PM*,K1III,17.29,0.18,4.494,
HD  50337,V* V415 Car,102.46380724536418,-53.622450407303056,-2.387,18.75,5.4261,0.1816,SB*,G4II,26.0,0.9,4.408,
HD  75063,* a Vel,131.50685141991954,-46.041528169790006,-11.936,4.726,2.3017,0.1751,*,A0II,23.547,0.184,3.91,
HD  75710,* g Vel,132.4484928249,-45.30787394879,-12.052,14.247,2.5925,0.0772,*,A2III,5.0,7.4,4.935,
HD  53811,* H Pup,105.97334218668,-49.58393872252999,-56.878,149.108,16.2073,0.0863,PM*,A4IV,26.8,2.0,4.925,
HD  64760,* J Pup,118.32565615373706,-48.10293513179667,-5.679,6.163,1.5288,0.1403,s*b,B0.5Ib,22.61,1.53,4.24,
HD  74772,* d Vel,131.09977947559,-42.64927745762,-23.778,19.524,14.0387,0.105,*,G6III,-1.84,0.14,4.046,
HD  63744,* Q Pup,117.08399885493668,-47.07772423459194,-102.498,-78.635,14.7735,0.0746,PM*,K0IIIb,-0.36,0.13,4.71,
HD  63922,* P Pup,117.30957333150832,-46.373199649924445,-6.969,6.636,3.5065,0.4142,**,B0III,24.0,2.0,4.11,
HD  73634,* e Vel,129.41097067566457,-42.98908063297749,-10.474,9.912,1.5188,0.1777,*,A7Ia,19.3,0.6,4.14,
HD  56022,* L01 Pup,108.30562750228,-45.18273759937,-25.166,-87.38,17.3622,0.0768,a2*,B9V,4.3,2.0,4.874,
HD  69142,* h02 Pup,123.51220570344002,-40.34786713897,38.196,-70.153,10.489,0.6788,SB*,K1II/III,13.5,0.9,4.44,
HD 198134A,V* T Cyg,311.79480143804,34.37412250475,39.64,7.826,7.7834,0.073,AB*,K3III,-23.97,0.14,4.93,
HD 198134,V* T Cyg,311.79480143804,34.37412250475,39.64,7.826,7.7834,0.073,AB*,K3III,-23.97,0.14,4.93,
HD 188892,*  22 Cyg,298.96567047159,38.48671912339001,3.676,-2.695,2.5612,0.1885,SB*,B5IV,-30.1,2.0,4.946,
HD 166208,HD 166208,271.86976770227,43.46188958443,-11.831,-56.944,9.2782,0.1448,SB*,G8IIICN-1CH-3,-16.375,0.638,4.997,
HD 175865,*  13 Lyr,283.8337597401192,43.94608958049445,20.136,81.349,10.4404,0.2636,LP*,M4.5III,-27.15,0.2,4.0,
HD 196093,*  47 Cyg,308.47578371563,35.250844179679994,-3.612,-4.166,0.8792,0.196,s*r,K6:Ib+B2.5:,-4.63,0.25,4.636,
HD 196094,*  47 Cyg,308.47578371563,35.250844179679994,-3.612,-4.166,0.8792,0.196,s*r,K6:Ib+B2.5:,-4.63,0.25,4.636,
HD 191610,* b02 Cyg,302.35674608797,36.839620544,2.739,13.168,3.8921,0.1129,Be*,B2.5Ve,-13.6,0.9,4.93,
HD 192640,* b03 Cyg,303.63346814201,36.80630580809,68.09,69.404,24.5456,0.0911,dS*,A2V,-17.3,2.0,4.99,
HD 186675,*  15 Cyg,296.06918833997,37.35435615083999,72.665,35.379,11.0494,0.0786,PM*,G8III,-23.75,0.14,4.887,
HD 135722,* del Boo,228.87567841690495,33.31483124216833,84.383,-111.591,27.0746,0.1256,PM*,G8IIIFe-1,-12.29,0.16,3.49,
HD 142091,* kap CrB,237.8080470598467,35.65738158087722,-8.669,-348.35,33.3433,0.08,PM*,K1IVa,-24.996,0.0007,4.82,
HD 197912,*  52 Cyg,311.41563797232584,30.719714539576103,-8.96,23.49,15.3826,0.1589,*,K0IIIa,-0.64,0.21,4.23,
HD 175588,* del02 Lyr,283.6261778687371,36.89861990961611,-6.598,1.953,4.2352,0.2951,LP*,M4II,-25.55,0.84,4.3,
HD 156283,* pi. Her,258.76180935986537,36.80916154895945,-27.402,2.925,8.8991,0.1323,*,K3II,-25.57,0.2,3.18,
HD 198809,*  31 Vul,313.03204253136,27.096944198560003,-76.611,-56.516,14.7064,0.159,SB*,G7IIIFe-1,0.47,0.15,4.568,
HD 195295,*  41 Cyg,307.3488980559021,30.368555292302226,6.113,-0.914,3.0438,0.1471,*,F5Ib-II,-18.21,0.17,4.01,
HD 133582,* psi Boo,226.11142899824,26.94764831773,-174.718,-5.036,12.6144,0.0896,PM*,K2III,-25.84,0.18,4.55,
HD 189849,*  15 Vul,300.2752024264857,27.7535730205825,57.817,3.994,13.4427,0.105,a2*,A4III,-23.51,0.12,4.651,
HD 185734,* phi Cyg,294.84419130185,30.153321466460007,1.52,35.883,12.7786,0.1207,SB*,G8III-IV,4.5,0.02,4.673,
HD 182568,*   2 Cyg,291.03157650551,29.62133556921,12.235,11.229,3.6239,0.1362,**,B3/4+B6/9,-23.6,2.0,4.977,
HD 139006,* alf CrB,233.6719520340316,26.71468500002472,118.927,-87.711,42.2408,0.977,SB*,A1IV,1.7,0.9,2.24,NAME Alphecca
HD 150680,* zet Her,250.32150433146228,31.602718703799265,-461.52,342.28,93.32,0.47,SB*,G0IV,-67.8,0.2,2.8,
HD 176670,* lam Lyr,285.00344026273,32.1455132119,6.232,9.4,2.6269,0.093,*,K2.5III:Ba0.5,-17.355,0.0008,4.93,
HD 133124,* ome Boo,225.52711998287,25.00813879828,-5.335,-49.18,8.5271,0.1118,*,K4III,12.76,0.15,4.81,
HD 134083,* c Boo,226.82527472848,24.86919427955,184.714,-164.279,51.1875,0.0879,PM*,F5V,-30.7,1.6,4.93,
HD 166014,* omi Her,271.8856296342288,28.762491065638883,-0.018,8.153,9.3487,0.1454,Be*,B9.5III,-29.5,1.78,3.827,
HD 141714,* del CrB,237.39852915443,26.068392863920003,-78.907,-64.894,19.4965,0.085,RS*,G5III-IVFe-1,-20.36,0.04,4.63,
HD 196724,*  29 Vul,309.63057852196,21.201162561590003,69.968,7.444,18.2449,0.3569,PM*,A0Va(_sh),-22.1,0.64,4.82,
HD 183439,* alf Vul,292.176374672262,24.664905852074995,-126.197,-106.865,11.2238,0.1129,PM*,M0.5IIIb,-85.391,0.0011,4.45,NAME Anser
HD 158899,* lam Her,262.68462425402,26.11064561229,18.782,16.184,8.2943,0.0921,*,K3.5III,-26.51,0.38,4.41,NAME Maasym
HD 140159,* iot Ser,235.3877278775,19.67039944027778,-60.86,-43.69,17.16,0.67,**,A1V,-17.2,0.9,4.505,
HD 197461,* del Del,310.8647231393717,15.074578684846111,-20.663,-42.983,14.7809,0.1275,dS*,kA7hF1VmF1pSrEuCr:,9.3,0.9,4.417,
HD 196180,* zet Del,308.8272341883328,14.674214985013055,45.504,11.51,14.9441,0.1284,*,A3Va,-27.68,0.37,4.647,
HD 192425,* rho Aql,303.56924451093,15.197607338079996,55.446,57.339,20.9054,0.1363,PM*,A1Va,-23.0,2.0,4.946,
HD 173880,* 111 Her,281.75514297006,18.18151606222,98.835,115.12,34.9987,0.1743,PM*,AVa+,-44.6,2.0,4.36,
HD 142860,* gam Ser,239.11326107375749,15.661613772328334,311.183,-1282.767,89.5647,0.1835,PM*,F6V,6.523,0.0009,3.84,
HD 159561,* alf Oph,263.73362272030505,12.560037391671424,108.07,-221.57,67.13,1.06,**,A5IVnn,11.7,1.0,2.07,NAME Rasalhague
HD 141004,* lam Ser,236.61089255068003,7.353068716340001,-223.952,-69.763,83.9214,0.1501,PM*,G0-V,-66.395,0.0012,4.42,
HD 133165,* 110 Vir,225.72515651496167,2.0913043610361117,-55.569,13.628,16.7474,0.1294,PM*,K0+IIIbFe-0.5,-15.92,0.25,4.4,
HD 164284,*  66 Oph,270.06581543772376,4.368645090768055,4.735,-13.362,4.9043,0.3701,Be*,B2Ve,-12.8,3.1,4.6,
HD 141795,* eps Ser,237.7040219606796,4.477730970842778,127.257,62.017,45.3293,0.2499,PM*,kA2hA5mA7V,-9.9,0.14,3.693,
HD 182835,* nu. Aql,291.629538575,0.33857080495,-0.562,-2.294,0.8752,0.0869,*,F2Ib,-0.054,0.667,4.72,
HD 187929,* eta Aql,298.1182038432421,1.0056588834763889,8.89,-8.322,3.6715,0.1942,cC*,F6Iab+B9.8V,10.82,0.55,3.8,
HD 164577,*  68 Oph,270.4383228901304,1.3050850774647222,20.608,-18.235,12.0799,0.2255,**,A0.5Van,9.21,1.73,4.429,
HD 184930,* iot Aql,294.18032376199994,-1.2865996151100003,-1.426,-21.644,5.6673,0.1947,*,B5III,-21.34,3.63,4.36,
HD 195135,*  69 Aql,307.41250016292,-2.88552815665,70.287,-22.559,16.8797,0.1424,PM*,K1/2III,-22.51,0.16,4.9,
HD 196321,*  70 Aql,309.18180497848,-2.54995464288,10.862,-15.416,4.0825,0.1052,*,K4+IIIBa1,-9.27,0.19,4.88,
HD 173764,* bet Sct,281.79364256535,-4.74787304458,-7.972,-16.398,4.8549,0.3403,SB*,G4IIa,-21.3,0.03,4.22,
HD 164259,* zet Ser,270.12087522471666,-3.690271546823056,154.66,-45.909,43.4823,0.1324,PM*,F2V,-50.7,0.2,4.616,
HD 153687,*  30 Oph,255.26500740692,-4.22264384663,-40.37,-78.455,8.9274,0.1189,PM*,K4III,-8.26,0.3,4.812,
HD 181391,* f Aql,290.13710917284993,-5.415768030580001,112.516,46.738,22.688,0.5046,SB*,G8/K0IV,-18.0,0.28,4.99,
HD 175751,* eta Sct,284.26529246809,-5.84631509312,61.567,-41.232,15.3925,0.1793,PM*,K1-III,-92.22,0.16,4.818,
HD 184915,* kap Aql,294.22270369625915,-7.027479115692221,0.974,-3.241,1.9758,0.1533,*,B0.5IIIn,-19.4,4.2,4.96,
HD 173009,* eps Sct,280.88021209176,-8.2752126752,21.781,4.591,5.71,0.1842,*,G8IIb,-10.21,1.42,4.889,
HD 145570,* psi Sco,242.99997135053,-10.06414170962,-1.483,-31.351,22.6379,0.491,*,A1V,-8.65,0.42,4.928,
